question,answer
"אני טרנסג'נדרי, אני יודע שאני, אבל אמרתי רק לכמה חברים. אני יודע שאני לא יכול להגיד למשפחתי בגלל שיחות קודמות שניהלנו. הם פשוט לא היו מקבלים את זה.
 הדיספוריה המגדרית שלי מתקשה מאוד להתמודד לבד. אני זקוק לכמה אסטרטגיות להתמודדות עם זה. מה עלי לעשות?","היי! אני כל כך שמח שאתה מושיט יד!  נשמע שיש לך תמיכה מוצקה באזורים מסוימים בחייך, אך עדיין מתמודדים עם דיספוריה קשה.  אני חושב שזה יכול להיות תלוי באיזה סוג של דיספוריה יש לך - לפעמים זה פיזי, חברתי או נפשי.  לפעמים דיספוריה גופנית פירושה פחות זמן סביב מראות או תוכניות להפוך את המקלחת פחות מלחיצה (מוזיקה, ספרי שמע, הסחת דעת).  לפעמים רשתות תמיכה מקוונות יכולות להוות מקור נהדר לרעיונות בדרך זו (גם לדיספוריה חברתית ונפשית).  חלק מהלקוחות שלי עושים דברים שעוזרים להם להרגיש טוב יותר בגופם שאינם דורשים מאף אחד לדעת (הסרת שיער, קלסרים, אריזה, הורמונים) ודברים אחרים.  אני ממליץ לעצור באתר שנקרא שיחות עם מטפל מגדרי. יש שם כמה סרטונים מדהימים שעשויים לעזור לך!  אני מקווה שזה יעזור לחלקם!  אל תשכח לנסות להתחבר לאנשים טרנסים אחרים (אפילו באינטרנט) - זו יכולה להיות הקלה גדולה לדעת שאתה לא לבד איך אתה מרגיש! בהצלחה !!"
"שמתי לב לעצמי מאוד נהנה לצפות/לקרוא על זוגות הומואים או לסביות. גם אני דמיינתי איך זה יכול לצאת עם בחורה, ואני אוהב את הרעיון. גם אני מוצא בחורים חמודים. האם זה הופך אותי לביסקסואלית?",שלום!  תודה על שאלתך.  בחינת הנטייה המינית שלך והמשיכה שלך היא הזדמנות נפלאה להכיר את עצמך!  הייתי סקרן לדעת אילו רגשות אולי קשורים לאפשרות להיות BI; אילו הודעות שקיבלת קשורים לאוריינטציה זו ולכל החששות שיש לך לגבי נטייה מינית אפשרית.
"חליתי ממש רע והקיפתי במשך שלושה ימים ולילות. חשבתי שאני הולך למות. ואז כשבוע לאחר מכן התחלתי לקבל את הרצון הזה להיות נקבה. מעולם לא היה לי את הרצון הזה לפני כן. כל מה שאני יכול לחשוב עליו זה להיות אישה. גם אני כבר לא נהנה מהפין שלי. נשים מושכות, אך לא כמו קודם. אני יכול למצוא גם גברים מושכים עכשיו. אני מתביישת מכדי לספר לכל אחד.","שלום, ותודה שהגעת לבקש עזרה. אין ספק שזו תקופה מאוד מבלבלת עבורך! אם מעולם לא היו לך את אלה
רגשות ורצונות זה יכול להיות וודאות לנער את כל מה שחשבתם שידעתם
על עצמך. 
הניחוש שלי הוא שאתה חולה בסביבות הזמן שזה
התחלה היא ככל הנראה צירוף מקרים, אבל אני מבין איך היית עושה את
קֶשֶׁר. 
יש לי תחושה שכמה דברים עשויים להתרחש כאן. זֶה
ממש קשה לומר מכיוון שאני לא מכיר אותך, בן כמה אתה וכו '. אבל אני אעשה זאת
שתף אותך איתך כמה מחשבות. 
יש אנשים, כשיש להם מחשבות לא רצויות שבאמת
הפתיע אותם, היה קשה מאוד להיפטר מהם. התגובה שלנו ל
המחשבה יכולה להיות חזקה מאוד והנטייה שלנו לנסות לחסום אותה, דברים
זה, הימנע מכך וכו 'לא תמיד מצליח. למעשה, זה בדרך כלל לא. 
זה כמו לומר לך לא לחשוב על פילים ורודים. אֲנִי
יהיה מוכן להמר שחשבת על פיל ורוד בדיוק עכשיו. 
אז, במקום להילחם במחשבות שאתה מוצא מבלבל,
לפעמים מועיל לאפשר לעצמך לחקור את המחשבה בסקרנות
וללא שיפוט. מאיפה המחשבה הזו מגיעה? מה הרגשות שלי
על זה? לשאול את עצמך שאלות אלה עשוי לעזור לך להגיע להחלטה
על מה שקורה. 
אפשרות אחת היא שפיתחת חרדה
המחשבות שלך ועכשיו אתה נמצא בתהליך של אובססיביות כלפיהם, אבל
אפשרות נוספת היא שאתה בוחן באופן לגיטימי את המיניות שלך
מִין. אני מקבל את התחושה מהשאלה שלך שאתה לא רוצה להאמין
שזו אפשרות שנייה. וזה בסדר. 
אתה יכול לנסות כמה מההצעות שלי, אבל אתה יכול גם לראות
יועץ שעשוי להיות מסוגל לעזור לך לעבוד על הבלבול שלך. הייתי עושה
הצע למישהו שיש לו ניסיון בעבודה עם סוגיות מיניות. אתה יכול
בדרך כלל גלה עם מה יועץ עובד באתר האינטרנט שלהם. מה זה
חשוב הוא שאתה מוצא מישהו שאינו שיפוטי לגבי מה שאתה
הִתנַסוּת. 
 
אני מאחל לך בברכה.
Robin J. Landwehr, DBH, LPC, NCC"
"אני ילדה מתבגרת. אני לא יודע אם אני סטרייט, ביסקסואלי או הומו. הייתי ישר כל חיי, אבל זרימת שאלות פתאומית עברה עלי, ואני כבר לא יודע.","להיות בעל ראש פתוח לגבי סוג הקשר המיני שמרגיש אמיתי ואמיתי, הוא נקודת התחלה סולידית. שאלות על כך היא דרך חשובה מאוד להגדיר בצורה ברורה יותר את המיניות שלך. כתוב אחת או שתיים מהשאלות שלך אם תרצה ספציפית יותר התמקד בחיפוש הכללי שלך לגבי העדפתך המינית."
"אני ילדה מתבגרת. אני לא יודע אם אני סטרייט, ביסקסואלי או הומו. הייתי ישר כל חיי, אבל זרימת שאלות פתאומית עברה עלי, ואני כבר לא יודע.","היי ברנטווד, בעוד שהחברה שלנו נוטה לרצות להכניס אותנו לקטגוריות ... משבצות ... כשמדובר במיניות, כי זה נחמד ומסודר ונוח ... אנשים רבים מגלים שהם לא מתאימים בצורה מושלמת לאחד אחד או האחר. כל שעליך לעשות הוא בדיוק מה שאתה עושה; היה מודע לעצמך ואפשר לעצמך לחקור את המחשבות והרגשות האלה לבד וגם בקשר עם בן זוג בטוח. האנשים שאוהבים אותך ימשיכו לאהוב אותך כשאתה מיין את זה. אתה יכול לעמוד בפיתוי לרצות אחרים על ידי מתן לעצמך תווית. אנו נמשכים, ומתאהבים באנשים ... ואנחנו לא תמיד יכולים לחזות איזה מין הם עשויים להיות. אני אוהב כמה אתה פתוח לגלות את עצמך. שמור על המסלול הזה. :)"
לאחרונה חשבתי שאוכל להיות טרנסג'נדר אבל מעולם לא היה לי מוח של ילדה.,"שלום אטום כפור, החשיבה על הפיכת טרנסג'נדרית ולהיות טרנסג'נדר זה מעט שונה.  זהו נושא שנדון בצורה הטובה ביותר עם מטפל המתמחה בסוגיות LGBTQ.  לפי מה שכתבת זה נשמע כאילו עדיין יש לך קצת בלבול לגבי היכן אתה משתלב עם ""מערכת התיוג"".  בעוד שתוויות מספקות אמצעי לזהות ולסווג במהירות, הן יכולות גם להרגיש מגבילות או מגבירות.  במקום להתמקד בהתאמה לסיווג ספציפי, חקור מי אתה כאדם ולחגוג את התכונות החיוביות שלך ואת הדברים שהופכים אותך באופן ייחודי לך!  ישנן אפשרויות רבות עבורך למצוא מטפל וטיפול אלקטרוני הוא גם אפשרות.  אתה יכול לנסות פריצת שירות מקוון.   להלן קריאה לקריאה לשינוי שעלולה למצוא מועילה.  יין יאנג אישה גבר http://dld.bz/ejvk2 מה זה אומר להיות אישה או גבר?"
אני מרגיש שהייתי נוח יותר כילדה למרות שאני עדיין אוהב בנות. אני חושב שאני כמו בחורה תקועה בגוף בחור. אני מתאר לעצמי גם את עצמי כילדה. אני חושב יותר כי החברים שלי אומרים שאם הייתי ילדה הייתי חם למראה חם. ולא אכפת לי שיש ציצים או משהו. אני פשוט מרגיש שהדרך בה אני אכן מתנהגת תהיה הגיונית יותר אם הייתי ילדה.,"אני מבין שמגדר ו/או משברי זהות מינית יכולים להיות קשה מאוד לנווט, אם כי בתקופה של ימינו אני חושב שהתקדמנו הרבה והופך להיות קל יותר לאנשים למצוא את עצמם וגם למצוא קבלה מהחברה. אני לא בטוח בן כמה אתה. אם אתה ילד או נער, זה זמן רגיל לקבל שאלות זהות ולהיות בשלב בו אתה מנסה להבין מי אתה ומה אתה רוצה מהחיים. אני מקווה שיש לך הבנה ותומכים חברים ובני משפחה שאתה יכול לדבר איתם ושתמוך בך באיך שאתה מרגיש ומה אתה יכול להחליט לעשות. הרבה אנשים, למרבה הצער, לא, ואם זה המצב, זה מקשה לך. מכיוון שאולי אינך מרגיש בטוח לבחון את הרגשות וההחלטות הללו. אני קורא לך לא לנסות לבצע שינויים קבועים במשך זמן רב. בכך אני מתכוון לשינוי מין. כל דבר קבוע כמו ניתוח או החלפת הורמונים כדי לשנות את המין שלך בפועל הוא דבר שלא צריך להיעשות בקלילות. אנא מצא מטפל שיכול לעזור לך לחקור את רגשותיך ואת משבר הזהות שלך. כמובן שיש דברים שאתה יכול לעשות שאינם שינויים קבועים. אנשים רבים מחליטים להתלבש כמו מגדר הבחירה שלהם. אולי להתנסות בדרך זו זה משהו שאתה יכול לעשות. ראה אם ​​יש לך פרק מקומי של PFLAG באזורך. PFLAG מייצג הורים, משפחות וחברים של לסביות והומואים. הם מסוגלים לעזור לא רק עם אלה שמזדהים כלסביים או הומואים, אלא גם טרנסג'נדרים וא -מיניים. אני מאחל לך כל טוב במשבר הזהות שלך. יהיה לך קל מאוד לשקוע בדיכאון אם אין לך תמיכה והבנה טובים מהסובבים אותך בתקופה זו. מצא איש מקצוע שיכול לעזור, במיוחד אם אתה חווה דיכאון או מחשבות כלשהן לפגוע בעצמך."
אני מרגיש שהייתי נוח יותר כילדה למרות שאני עדיין אוהב בנות. אני חושב שאני כמו בחורה תקועה בגוף בחור. אני מתאר לעצמי גם את עצמי כילדה. אני חושב יותר כי החברים שלי אומרים שאם הייתי ילדה הייתי חם למראה חם. ולא אכפת לי שיש ציצים או משהו. אני פשוט מרגיש שהדרך בה אני אכן מתנהגת תהיה הגיונית יותר אם הייתי ילדה.,מגדר הוא דבר אישי.  אין רק ילד וילדה.  זה בסדר להיות ילד ולהרגיש נשי ודייטים נשים.  זה גם בסדר להיות נשים טרנסג'נדריות ונשים מתאכות.  תיהנה עם זה ותרגיש את זה.  מה מתאים לך?
"פעמים רבות אני מוצא את עצמי חושב מחשבות מפחידות ולפעמים אני אפילו מפחיד את עצמי לחשוב שמשהו רע יקרה לי. ברגע שזה מתחיל, המחשבה ממשיכה לעבור לי בראש ואני לא מצליחה להוציא אותה. כיצד אוכל לעצור את המחשבות האלה?","מחשבות מפחידות יכולות להרגיש מדהימות לפעמים כמו גם להרגיש די אמיתיות. אני רוצה להכיר עד כמה הם יכולים להרגיש מפחידים, אבל יש תקווה וכישורים חדשים שתוכלו ללמוד לעבוד עם סוגים אלה של מחשבות. הצעד הראשון בעבודה עם מחשבות מפחידות או שליליות הוא להכיר בכך שהם רק מחשבות ואנחנו יכולים לבחור לעקוב אחר זרמי המחשבה המפחידים או לעבוד עם ניתוקם או התעלמות מהם. אני גם מבין שזה אולי נראה ממש קשה לעשות, אבל הנה דרך טובה לחשוב על המוח ואיך דפוסי מחשבה עובדים. מחשבות מתעוררות בתודעה כל הזמן, המוח שלנו הוא מכונת מחשבה. מחשבות רבות נסחפות כמו עננים ואנחנו לא שמים לב בזמן שהמחשבות האחרות מתעוררות והן מפעילות אותנו בצורה חלקיקית, כלומר, מפחידה, כועסת, שמחה, עצובה, וכאשר המחשבות הללו מתעוררות אנו יכולים לבחור לשים לב יותר לתשומת לב המחשבה שיכולה להוביל אותנו למטה אותו זרם מחשבה חלקיקי שיוביל לפחד וחרדה. אז איך אנו עובדים או מפסיקים את זרמי המחשבה המפחידים האלה? מיומנות חדשה אחת ליישום נובעת מיצירתו של ריק הנסן, הוא כתב את הספר של מוחו של בודהה "", הוא מלמד שאנחנו צריכים לתת יותר אנרגיה ותשומת לב למחשבות החיוביות או לזיכרונות החיוביים שאנו מחזיקים במוחנו ולשים לב פחות מחשבות שליליות. לכולם שבתגובה זו. ."
"פעמים רבות אני מוצא את עצמי חושב מחשבות מפחידות ולפעמים אני אפילו מפחיד את עצמי לחשוב שמשהו רע יקרה לי. ברגע שזה מתחיל, המחשבה ממשיכה לעבור לי בראש ואני לא מצליחה להוציא אותה. כיצד אוכל לעצור את המחשבות האלה?","אתה
תָקֵף.   זה מאוד מעצבן כשמחשבות שולטות בחייך. 
אחת הדרכים להילחם בהן היא להבין שבסא הקול נאמר המילים.
לעתים קרובות אנשים אומרים לנו דברים וזה נשאר איתנו, וזה לא לעתים קרובות
נָכוֹן.  אנו נותנים לדעותיהם של אחרים לחדור למוחנו ולחיות ללא שכר דירה
הראש שלנו.  אתה יכול לנסות לשכתב את המחשבות, את המחשבות השליליות,
שכתב אותם בצורה חיובית.   לדוגמא ""אתה לא שווה
כל דבר ""אתה יכול לשכתב את זה באופן שמראה את כל הדרכים שאתה
רָאוּי.  כתוב את כל ההישגים שלך, ודברים שהתגברת עליהם ו
הוכחה לכך שאתה למעשה ראוי כי אתה!  אתה יכול 
להפריע למחשבה, להתמקד, להפנות מחדש במקום אחר. אם אתה משחק חוזר
רגע ספציפי אתה יכול לחזור לרגע ההוא ולספר מחדש את הרגע,
שכתב את הרגע כך שזה מה שאתה מעדיף שהיה. המוח שלך
לא יודע דבר אחר מלבד מה שאנחנו מאכילים אותו. להאכיל ולשלב יותר
מחשבות ופעולות חיוביות לשגרה שלך כדי לראות חיובי
שנה, שינוי לטובה! סרטון זה יכול להועיל עבורך ▶ משא ומתן עם מבקר פנימי"
"פעמים רבות אני מוצא את עצמי חושב מחשבות מפחידות ולפעמים אני אפילו מפחיד את עצמי לחשוב שמשהו רע יקרה לי. ברגע שזה מתחיל, המחשבה ממשיכה לעבור לי בראש ואני לא מצליחה להוציא אותה. כיצד אוכל לעצור את המחשבות האלה?","כאשר הלקוחות שלי אומרים שהם חווים ניסיון דומה אני מלמד אותם שני כישורי התמודדות עיקריים. הראשון הוא פשוט לומר, בקול רם, לעצור! הנימוק שמאחורי זה הוא שאנחנו לא יכולים לדבר ולחשוב נשמע בו זמנית. זה יעבוד רק בטווח הקצר ומחשבות הריבאונד מכך יכולות להיות גרועות או מכריעות באותה מידה ולכן אני מלמד גם לזיווג את זה עם טכניקת ההפסקה. טכניקת ההפסקה היא: עצור את מה שאתה עושה לקחת צעד אחורה כדי להרגיע ולאסוף את עצמך. ניתן לעשות זאת עם נשימת קופסאות במקום בו אתה שואף לספירה של 4, לחץ את הנשימה לספירה של 4, נשוף לספירה של 4, והחזק לספירה של 4. חזור על זה לפחות עבור 5 סטים.  משחקי צפייה: אילו מחשבות יש לי? מה עובר לי בראש? מה אני אומר לעצמי? תחושות גוף: אילו תחושות פיזיות אני חווה? איפה בגופי אני חווה אותם? רגשות: אילו רגשות או רגשות אני חווה? התנהגות: מה אני עושה? איך אני משחק? מה אני רוצה לדופלאן: מה הדבר הכי טוב/הכי חשוב בשבילי לעשות כרגע? המשך לפעול במודע, לנקוט בכל פעולה שתכננת. ואז לבדוק אם יש בעיות בסיסיות הגורמות למחשבות, הייתי קובע פגישה לפגישה עם מטפל באזורך."
"פעמים רבות אני מוצא את עצמי חושב מחשבות מפחידות ולפעמים אני אפילו מפחיד את עצמי לחשוב שמשהו רע יקרה לי. ברגע שזה מתחיל, המחשבה ממשיכה לעבור לי בראש ואני לא מצליחה להוציא אותה. כיצד אוכל לעצור את המחשבות האלה?","יש כמה מחשבות נהדרות שמציעים אחרים כאן. הייתי מוסיף שבדרך כלל התגובה הטבעית ביותר למחשבות מפחדות היא לרצות לעצור, להימנע או להיפטר מהם - מה שלא עובד אם אתה באמת נקלע למחזור של OCD או צורה אחרת של חרדה. בטווח הרחוק, הדבר האפקטיבי יותר לעשות הוא האפשרות הקשה והפחות אינטואיטיבית: לקבל את המחשבות הלא נוחות האלה בכוונה. פירוש הדבר יכול להיות כתיבה בפירוט מה הפחד הגרוע ביותר שאתה חושב עליו, ואז לקרוא אותו שוב ושוב עד שהוא הופך להיות משעמם. פירוש הדבר היה גם להשהות במהלך היום כדי רק להתבונן בכל המחשבות שמתרחשות, ולהבין שהמחשבות הן רק מחשבות. הם לא זהים למציאות, והאנשים הלא נעימים יכולים להיות הרבה פחות מפחידים כשאנחנו מבינים שאנחנו יכולים להתקיים איתם יחד מבלי שהם יתגשמו."
"פעמים רבות אני מוצא את עצמי חושב מחשבות מפחידות ולפעמים אני אפילו מפחיד את עצמי לחשוב שמשהו רע יקרה לי. ברגע שזה מתחיל, המחשבה ממשיכה לעבור לי בראש ואני לא מצליחה להוציא אותה. כיצד אוכל לעצור את המחשבות האלה?","שאלה כל כך נהדרת! אני כל כך מצטער שאתה נאבק! יתכן שאתה חווה מחשבות פולשניות.  אלה מחשבות שנראות כאילו לא נובעות מאן וקורבנות אותנו.  אני יכול להמליץ ​​בחום על ספר שנקרא ""כאשר התקפי פאניקה"" מאת ד""ר דייוויד ברנס.  זה עוזר לך לזהות את המחשבות, ואת העזרה לך ליצור דרכים להתנגד להן!  יש טכניקה נוספת, שנקראת עצירת מחשבה. עצירת מחשבה יכולה להיות פשוטה כמו לומר ""עצור!"" בקול רם (אם אתה לבד) או בראש שלך, אם אתה בציבור.  זו דרך מהירה להסיח את דעתך מהמחשבה המציקה, ולאפשר לך להתמקד מחדש.  אני ממליץ להשתמש בטכניקה זו, ואחריה נשימה עמוקה, תוך הדמיה של משהו שעוזר לך להרגיש נינוחה (מקום אהוב, חיית מחמד וכו ').  שלושת הדברים האלה בשילוב יכולים להיות עזרה רבה. מרכיב מרכזי אחד בטיפול בחשיבה חרדתית הוא בניית מיומנות הרגיעה.  אני ממליץ על אפליקציה בשם Headspace המלמדת רגיעה באמצעות גישור מודרך פשוט. סופר קל לעשות, ודרך נהדרת להתחיל לבנות מיומנויות הרפיה.  שפע של שינה והפחתת צריכת הקפאין יכולים להיות גם דברים לחקור. מקווה שזה יעזור!"
"פעמים רבות אני מוצא את עצמי חושב מחשבות מפחידות ולפעמים אני אפילו מפחיד את עצמי לחשוב שמשהו רע יקרה לי. ברגע שזה מתחיל, המחשבה ממשיכה לעבור לי בראש ואני לא מצליחה להוציא אותה. כיצד אוכל לעצור את המחשבות האלה?","היי, אני ראשית רוצה להודיע ​​לך שלדעת המחשבות האלה זה נורמלי לחלוטין. נערכו מחקרים המראים כי 80% מהמחשבות האנושיות הן ""שליליות"" ולכן אינך לבד. אני אוהב לחשוב על מחשבות כטורנדו ... אם אתה בטורנדו, אתה נצרך לחלוטין מכך וכמעט בלתי אפשרי לעשות משהו מועיל. עם זאת, כשאתה כן, נניח, קילומטר מרחק מטורנדו, זה עדיין מפחיד אבל יש לך אפשרות לעשות משהו שחשוב לך כמו לקבל מקלט או לוודא שהמשפחה והחברים שלך בטוחים. כאשר מתעוררות מחשבות לא מועילות או מפחידות, אנו נוטים להתחיל איתם ""מלחמה"", שהיא המקבילה לקפיצה לטורנדו. זה הופך את המחשבות והרגשות לגדולים יותר ומעצים את הרגשות שהולכים איתם. אז השאלה שאני מדמיינת שיש לך היא ""איך אני יוצא מהטורנדו?"" יש 3 צעדים לעשות זאת: קבל מרחק מהמחשבות שלך על ידי הוספת ""אני שם לב שיש לי את המחשבה ..."" לחזיתם. לדוגמה, ""אני שם לב שיש לי את המחשבה שמשהו רע יקרה לי.""   המטרה של זה היא לא להפחית את הפחד שלך או להיפטר מהמחשבה. המחשבות הללו תמיד יכולות להיות שם וזה בסדר כי כך התודעה עובדת באופן טבעי כל כך נאבק עם זה בזבוז זמן ואנרגיה. המטרה היא להרוויח מרחק מהמחשבות כך שלא תסחפו על ידם. אתה יכול לדמיין אותם צפים כמו עלים בזרם או בעננים בשמיים (ולעתים קרובות אותה מחשבה תחזור שוב ושוב אבל זה בסדר ... פשוט המשך לשים לב לזה בסקרנות). אני מתאר לעצמי שהמחשבות נכנסות לדרך שלך לעשות את מה שבאמת חשוב לך כדי שאם אתה יכול לקבל קצת מרחק, אתה יכול לעשות דברים שממלאים ומשמעותיים עבורך. כוונו לגופכם ושים לב אילו תחושות עולות ואיפה אתם מרגישים אותם בצורה הכי אינטנסיבית. ואז נשמו לתוכם ומפנו להם מקום. 5 הרגשות העיקריים שלנו הם: שמחה, עצב, פחד/חרדה, בושה וכעס. כל הרגשות הללו הם חלק מהיותם אנושיים ואין בריחה מהם. אז שוב, המאבק איתם בסופו של דבר מעצים אותם. במקום זאת, תן להם להיות ולהפוך להם קצת מקום. לעתים קרובות תופעת לוואי של זה היא העוצמה שתקטן אך יתכן שהיא לא. המטרה היא למנוע מהם להיות אינטנסיביים יותר. צור קשר עם הרגע הנוכחי. שימו לב מה קורה כאן ועכשיו. אחת הדרכים לעשות זאת היא כוונון לחמשת החושים. מהם כמה דברים שאתה שומע, רואה, טועמים, ריח ומרגיש? דרך נוספת היא להבחין במתרחש בגופך (מבלי לנסות לשנות אותו). כמה עמוק הנשימות שלך, מה קורה עם הדופק שלך, האם אתה קר/חם וכו '? יישום שלושת הצעדים הללו יכול לעזור לך להימנע מלהיתפס במחשבות הבלתי מועילות שלך. לרוע המזל אין דרך להיפטר לחלוטין ממחשבות או רגשות. אז האפשרות היחידה שעובדת בטווח הרחוק היא לקבל אותם תוך כדי המשך לעשות מה שחשוב לך ומה ממלא לך. אני מקווה שזה יעזור!"
"פעמים רבות אני מוצא את עצמי חושב מחשבות מפחידות ולפעמים אני אפילו מפחיד את עצמי לחשוב שמשהו רע יקרה לי. ברגע שזה מתחיל, המחשבה ממשיכה לעבור לי בראש ואני לא מצליחה להוציא אותה. כיצד אוכל לעצור את המחשבות האלה?","אני מצטער שאתה עובר על בעיה זו של מחשבות מפחידות בראש שלך. אף אחד מאיתנו לא מסוגל למנוע ישירות את המחשבות לבוא. מה אפשרי זה להטיל ספק בערכם, לדיוק ובאמינות שלהם. יכול להיות אם אתה בוחן את המחשבות מה שהרגיז אותך, תוכל להרגיש טוב יותר על ידי הבנה שהמחשבות אינן רלוונטיות מאוד לחייך בפועל. גם בחירה נוספת מה לעשות עם המחשבות המרגיזות, היא להפנות אותם מחדש.  כאשר מחשבה מלחיצה או מפחידה מופיעה בראשך, תן לה רזולוציה מאושרת.   בעיקרון, הפוך את הפחד למשהו נעים או לפחות נסבל. אני מקווה שזה עוזר לך לפחות קצת!"
"ניסיתי לעבוד ולאכול פירות וירקות, אבל נראה שאני תמיד אוכלת את הזבל בבית.","אולי אתה זקוק ליותר מוטיבציה כדי להימנע מאכילת הזבל בבית שלך. גם אם אתה האדם היחיד במשק הבית שלך שאוכל בריא, לאכול אחרת מכל האחרים עלול להיראות פחות מהנה. יוצר עולם משלך של תרבות בריאה באמצעות חברתית מדיה מכיוון שזה עשוי לתת לך תחושה של לא להיות לבד במאמץ שלך בחיים בריאים."
"ניסיתי לעבוד ולאכול פירות וירקות, אבל נראה שאני תמיד אוכלת את הזבל בבית.","אני יודע שיש אנשים שעושים טוב יותר כשאין להם הרבה ג'אנק פוד בבית. זה לא מפתה אז. אחרי שאמרתי את זה, אולי אתה יכול לתגמל את עצמך בדברים שונים, כמו כמו שיש קינוח בימים מסוימים. אם אתה מודאג בעיקר מהרגלי אכילה, שקול לראות תזונאית. הם יכולים לעזור לך למצוא את האיזון בין מה שאתה באמת רוצה לבין היעדים שלך. אני לא בטוח איך זה מקשר לאושר עבורך, אבל בתקווה להסתכל על הבחירות שלך יכול להוביל אותך לעבר המטרה שלך להיות בריאה יותר."
"אני נער, ויצרתי מעין חבר דמיוני שיעזור לי להתמודד עם מצבים מלחיצים או אם אני מודאג או מוטרד. היא ""נותנת לי עצות"" ומנחמת אותי ואומרת לי שזה יהיה בסדר. נתתי לה שם (נחמה) ויצרתי עבורה אישיות שזה כמו דמות אימהית מנחמת. אני יודע שזו רק העצה שלי והמחשבות שלי, אבל זה פשוט שאני חושב עליהם דרך קול מלבד שלי. אני עושה את זה כי אני יודע שאני אף פעם לא באמת מקשיב לעצות שלי, וחשבתי שעדיף אם זה היה דרך מישהו אחר שהכיר את תהליך המחשבה שלי פנימה והחוצה, דרך החבר הדמיוני הזה. האם זה נורמלי? האם זה יכול להתפתח לאישיות נפרדת עם הזמן אם אמשיך במנטליות שהיא האדם שלה?","מתוך המודעות המפורטת שלך לאופן התפתחותך ומשתמשת בנחמה, אלא אם כן אתה עומד בפני כמה לא צפוי ומשנה את האירוע הגופני למוח שלך, כמו טראומת ראש גופנית, שינוי מוחי הנגרם על ידי תרופות, מצב רפואי אחר המשפיע על המוח שלך, אתה מראה על ידע חזק שהיא דמיונית ולא אדם. התוצאה החזויה של מה שכתבת היא להמשיך בשיחות המשקפות את עצמן שיש לך עם חברך המומצא, Solace."
"אני נער, ויצרתי מעין חבר דמיוני שיעזור לי להתמודד עם מצבים מלחיצים או אם אני מודאג או מוטרד. היא ""נותנת לי עצות"" ומנחמת אותי ואומרת לי שזה יהיה בסדר. נתתי לה שם (נחמה) ויצרתי עבורה אישיות שזה כמו דמות אימהית מנחמת. אני יודע שזו רק העצה שלי והמחשבות שלי, אבל זה פשוט שאני חושב עליהם דרך קול מלבד שלי. אני עושה את זה כי אני יודע שאני אף פעם לא באמת מקשיב לעצות שלי, וחשבתי שעדיף אם זה היה דרך מישהו אחר שהכיר את תהליך המחשבה שלי פנימה והחוצה, דרך החבר הדמיוני הזה. האם זה נורמלי? האם זה יכול להתפתח לאישיות נפרדת עם הזמן אם אמשיך במנטליות שהיא האדם שלה?","היי, אני אמיליה! אתה יודע, זה נשמע כאילו דמיינת לעצמך דמות נוחות אמהית. לפעמים, כשיש לי אדם במשרדי שהוא מאוד ביקורת עצמית, יש לי אותו/היא מדברים אל עצמו כאילו הוא/היא דיברו עם אדם אהוב. האם זה לא עצוב שאנחנו מדברים עם אחרים באהבה יותר ממה שאנחנו עושים בעצמנו? אם לא קיבלת אמפתיה, טיפוח או נחמה ממטפלת, קשה להפנים אמפתיה, לטפח או לנחם מבפנים. יש אמירה כי ""נפגענו במערכות יחסים ואנחנו יכולים לרפא במערכות יחסים."" ריפוי וצמיחה ניתנים בצורה הטובה ביותר בהקשר של מערכת יחסים בריאה. מה דעתך לעבור את הצעד הבא ולמצוא מטפל רחום או מנטור אוהב שיכול לספק לך את הנוחות שאתה צריך. מגיע לך להיראות, שמעת, שמתי לב ומוערך. אני מאחל לך כמיטב יכולתי!"
"אני נער, ויצרתי מעין חבר דמיוני שיעזור לי להתמודד עם מצבים מלחיצים או אם אני מודאג או מוטרד. היא ""נותנת לי עצות"" ומנחמת אותי ואומרת לי שזה יהיה בסדר. נתתי לה שם (נחמה) ויצרתי עבורה אישיות שזה כמו דמות אימהית מנחמת. אני יודע שזו רק העצה שלי והמחשבות שלי, אבל זה פשוט שאני חושב עליהם דרך קול מלבד שלי. אני עושה את זה כי אני יודע שאני אף פעם לא באמת מקשיב לעצות שלי, וחשבתי שעדיף אם זה היה דרך מישהו אחר שהכיר את תהליך המחשבה שלי פנימה והחוצה, דרך החבר הדמיוני הזה. האם זה נורמלי? האם זה יכול להתפתח לאישיות נפרדת עם הזמן אם אמשיך במנטליות שהיא האדם שלה?","מכיוון שאתה אומר שאתה יודע שהמחשבות הן שלך והחושב שלך עליהן בקולו של אדם אחר כדי להקל עליך לעקוב אחריהם, זה לא נשמע שזה יכול להתפתח לאישיות אחרת. יכול להיות שזה מועיל למצוא גם דברים אחרים המעניקים לך נחמה ולתרגל לספר לעצמך שזה יהיה בסדר בקול שלך. אם תתחיל לעשות זאת לאט, זה עשוי להיות יותר נוח עבורך. אם אתה עוקב אחר העצות שלך, זה נשמע כאילו חלק מכם יודע שאתה עושה בחירות שאתה מסכים איתן. מה עוד נותן לך נחמה? אולי יש חדר שאתה אוהב להיות בו כשאתה בבית או תלבושת או צבע מסוים שגורם לך להרגיש טוב. התמקדות בדברים אלה עשויה גם להיות מנחמת עבורך."
